22 11 2017, 0.00, 17.09
23 11 2017, 481.79, 32.88
24 11 2017, 22.55, 28.76
25 11 2017, 0.00, 28.61
26 11 2017, 0.07, 23.11
27 11 2017, 0.00, 9.11
28 11 2017, 0.00, 13.39
29 11 2017, 0.00, 20.20
30 11 2017, 37.91, 34.67
01 12 2017, 0.00, 25.55
03 12 2017, 27.47, 15.27
04 12 2017, 6.89, 14.59
05 12 2017, 0.00, 12.16
06 12 2017, 0.00, 14.35
07 12 2017, 3.99, 24.23
08 12 2017, 0.00, 12.44
09 12 2017, 0.00, 17.50
10 12 2017, 0.00, 14.48
11 12 2017, 0.00, 10.40
12 12 2017, 0.00, 12.83
13 12 2017, 0.00, 19.45
14 12 2017, 0.00, 24.59
15 12 2017, 0.00, 15.90
16 12 2017, 0.00, 15.97
17 12 2017, 0.00, 21.94
18 12 2017, 0.00, 35.01
19 12 2017, 0.00, 19.42
20 12 2017, 95.49, 22.65
21 12 2017, 0.00, 15.90
22 12 2017, 0.00, 14.29
23 12 2017, 0.00, 15.27
24 12 2017, 0.00, 11.45
25 12 2017, 0.00, 9.93
26 12 2017, 0.00, 10.43
27 12 2017, 0.00, 23.34
28 12 2017, 9.70, 45.15
29 12 2017, 0.00, 41.91
30 12 2017, 6.01, 25.16
31 12 2017, 0.00, 18.15
